"X.Plant_ID","Scientific_Name","Common_Name","Family","Genus","Species","Infraspecies","Native","CoC","Endemic","Persisting","Status_State","nwpl_ncne","State_Rank","Global_Rank","Habitat","Growth_Habit","Duration"
617,"Borodinia laevigata","smooth rock cress","Brassicaceae","Borodinia","laevigata","","Y",7,"N","Y","","","S5","G5","Slopes of mesic to dry-mesic forests, woodlands, ledges, rock outcrops, and thin soil over bedrock. On limestone and calcareous soils and more acidic rocks and soils.","Forb/herb","Biennial"
1986,"Botrychium angustisegmentum","narrow triangle moonwort","Ophioglossaceae","Botrychium","angustisegmentum","","Y",7,"N","Y","","FACW","S4","G5T4","Rich mesic sometimes early successional hardwood forests.","Fern","Perennial"
1982,"Botrychium dissectum","dissected grape fern","Ophioglossaceae","Botrychium","dissectum","","Y",3,"N","Y","","FAC","S5","G5","Fields, pastures, successional forests, mesic forests, forest clearings, utility rights-of-way, and edges of dirt roads. Mostly in thin poor dry to mesic soils in areas of past disturbance.","Fern","Perennial"
1987,"Botrychium matricariifolium","daisy-leaved moonwort","Ophioglossaceae","Botrychium","matricariifolium","","Y",7,"N","Y","","FACU","S4","G5","Mostly in mesic forests often in rich sites. Also on edges of dirt roads.","Fern","Perennial"
1984,"Botrychium multifidum","leathery grape fern","Ophioglossaceae","Botrychium","multifidum","","Y",3,"N","Y","","FACU","S5","G5","Fields, roadsides, clearings in forests, and successional forests. Mostly in thin poor soils in open habitats.","Fern","Perennial"
1983,"Botrychium oneidense","Oneida grape fern, blunt-lobed grape fern","Ophioglossaceae","Botrychium","oneidense","","Y",5,"N","Y","","FAC","S4","G4Q","Rich low mesic forests.","Fern","Perennial"
1985,"Botrychium virginianum","rattlesnake fern","Ophioglossaceae","Botrychium","virginianum","","Y",8,"N","Y","","FACU","S5","G5","Rich mesic hardwood forests.","Fern","Perennial"
2383,"Brachyelytrum aristosum","northern shorthusk","Poaceae","Brachyelytrum","aristosum","","Y",7,"N","Y","","","S5","G4G5","Mesic hardwood forests often in cooler and more northern sites than B. erectum.","Graminoid","Perennial"
2333,"Brachyelytrum erectum","southern shorthusk","Poaceae","Brachyelytrum","erectum","","Y",6,"N","Y","","FACU","S5","G5","Mesic to dry-mesic hardwood forests often in warmer and more southern sites than B. aristosum. Sometimes in calcareous sites.","Graminoid","Perennial"
652,"Brasenia schreberi","watershield","Cabombaceae","Brasenia","schreberi","","Y",8,"N","Y","","OBL","S5","G5","Ponds, lakes, and slow moving streams.","Forb/herb","Perennial"
2325,"Bromus ciliatus","fringed brome","Poaceae","Bromus","ciliatus","","Y",8,"N","Y","","FACW","S5","G5","Fens, marshes, and alluvial thickets and forests.","Graminoid","Perennial"
2184,"Bromus kalmii","Kalm’s brome","Poaceae","Bromus","kalmii","","Y",9,"N","Y","","FAC","S4","G5","","Graminoid","Perennial"
6749,"Bromus latiglumis","flanged brome","Poaceae","Bromus","latiglumis","","Y",7,"N","Y","","FACW","S5","","Forested and open sites including floodplains on deep alluvial soils.","Herbaceous","Perennial"
2190,"Bromus pubescens","Canada brome","Poaceae","Bromus","pubescens","","Y",8,"N","Y","","FACU","S5","G5","Dry often calcareous open forests or woodlands with moderate to low density of adjacent herbaceous vegetation.","Graminoid","Perennial"
599,"Cakile edentula var. edentula","American sea rocket","Brassicaceae","Cakile","edentula","var. edentula","Y",7,"N","Y","","FACU","S5","G5T5","Maritime sandy areas mostly on beaches in or just above the wrack line.","Forb/herb","Annual"
601,"Cakile edentula var. lacustris","lake sea rocket","Brassicaceae","Cakile","edentula","var. lacustris","Y",8,"N","Y","","FACU","S3","G5T3T5","","Forb/herb","Annual"
2128,"Calamagrostis breviligulata","beach grass","Poaceae","Calamagrostis","breviligulata","","Y",8,"N","Y","","UPL","S5","G5","Maritime dunes and also planted and naturalizing along the shores of Lake Ontario.","Graminoid","Perennial"
2258,"Calamagrostis canadensis var. canadensis","Canada bluejoint grass","Poaceae","Calamagrostis","canadensis","var. canadensis","Y",7,"N","Y","","OBL","S5","G5T5","Swamps, marshes, wet roadsides in the northern and cooler parts of New York, and rarely in mesic forest openings. This taxon does well in wet-mesic openings and disturbed areas in forests and is very common in the cooler and more northern parts of New York.","Graminoid","Perennial"
134,"Calla palustris","wild calla","Araceae","Calla","palustris","","Y",7,"N","Y","","OBL","S5","G5","Cool Tsuga canadensis, mixed coniferous-hardwood, and coniferous swamps. Also in cool seepages.","Forb/herb","Perennial"
6932,"Callitriche heterophylla ssp. heterophylla","large water starwort","Plantaginaceae","Callitriche","heterophylla","ssp. heterophylla","Y",8,"N","Y","","OBL","S5","","Slow moving streams and still waters of drainage pools. Slow moving water.","Herbaceous","Annual"
655,"Callitriche palustris","vernal water starwort","Plantaginaceae","Callitriche","palustris","","Y",6,"N","Y","","OBL","S5","G5","Ditches, streams, tidal streams, and drainages and pools in marshes and swamps. Mostly in slow to somewhat faster moving water. Also stranded on edges of streams and drainage channels.","Forb/herb","Perennial"
2035,"Calopogon tuberosus var. tuberosus","grass pink","Orchidaceae","Calopogon","tuberosus","var. tuberosus","Y",10,"N","Y","","OBL","S4","G5","Bogs and fens. In a wide variety of peatlands from very acidic to basic soils. Primarily in very open sites but sometimes in more shaded situations.","Forb/herb","Perennial"
2584,"Caltha palustris","marsh marigold","Ranunculaceae","Caltha","palustris","","Y",4,"N","Y","","OBL","S5","G5","Forest and shrub swamps, marshes, backwater sloughs of streams, rich fens, and seeps. Predominately in shallow still water with mucky soils. Sometimes forming large dense populations.","Forb/herb","Perennial"
877,"Calystegia sepium","hedge bindweed","Convolvulaceae","Calystegia","sepium","","Y",0,"N","Y","","FAC","SNR","","","Vine, Forb/herb","Perennial"
878,"Calystegia spithamaea ssp. spithamaea","low bindweed","Convolvulaceae","Calystegia","spithamaea","ssp. spithamaea","Y",7,"N","Y","","","S5","G4G5T4T5","Thin or rocky soils in woodlands, thin forests, and forest openings. Often on fine talus or steep slopes with a thin but diverse assemblage of interesting herbaceous plants.","Vine, Forb/herb",""
674,"Campanula rotundifolia","harebell","Campanulaceae","Campanula","rotundifolia","","Y",8,"N","Y","","FACU","S4S5","G5","Dry to wet calcareous and acidic open rocky areas often on or in cracks of rocks and also in adjacent soils. Gravel shores, ledges, cliffs, rocky outcrops and summits, and river banks.  ","Forb/herb","Perennial"
6290,"Capnoides sempervirens","rock harlequin, pink corydalis","Papaveraceae","Capnoides","sempervirens","","Y",8,"N","Y","","","S4","","Cracks in rock outcrops and soils adjacent to exposed bedrock on rocky summits, cliffs, ledges, and woodlands. Primarily on acidic rocks in open exposed habitats but sometimes in more shaded rocky sites.","Herbaceous","Perennial"
630,"Cardamine bulbosa","spring cress, bulbous spring cress","Brassicaceae","Cardamine","bulbosa","","Y",7,"N","Y","","OBL","S5","G5","Seepage areas in forests, cool swamps, and wet thickets. Mucky perennially saturated to slightly inundated soils or occasionally in drier sites. In swamps it occurs in between hummocks on the lowest parts of the swamp. ","Forb/herb","Perennial"
629,"Cardamine concatenata","cut-leaved toothwort","Brassicaceae","Cardamine","concatenata","","Y",6,"N","Y","","FACU","S5","G5","Mesic deciduous forests, stream banks, sandy bars in streams, and bottomlands. Usually in deep rich soils on lower and bottom parts of slopes. Much less common if not absent from the cooler parts of the state.","Forb/herb","Perennial"
619,"Cardamine diphylla","two-leaved toothwort","Brassicaceae","Cardamine","diphylla","","Y",7,"N","Y","","FACU","S5","G5","Rich mesic deciduous forests, seepage areas, bottomlands, and stream banks. Growing in richer often slightly wetter soils than C. concatenata but in places growing together. Much less common in cooler parts of NY.","Forb/herb","Perennial"
6437,"Cardamine pensylvanica","Pennsylvania bitter cress","Brassicaceae","Cardamine","pensylvanica","","Y",4,"N","Y","","FACW","S5","","Swamps, stream banks, gravel bars in streams, small drainages, seepage areas, and marshes. A common species of wet habitats it mostly grows in saturated to seasonally slightly inundated often mucky soils.","Herbaceous","Biennial"
612,"Cardamine pratensis","cuckoo flower","Brassicaceae","Cardamine","pratensis","","Y",7,"N","Y","","","S5","G5","Lawns, roadsides, riparian forests, and cool swamps. Sometimes in similar habitat to C. bulbosa but other times in weedy drier sites perhaps representing native and non-native populations.","Forb/herb","Perennial"
1021,"Carex aestivalis","summer sedge","Cyperaceae","Carex","aestivalis","","Y",7,"N","Y","","","S4","G4","Mesic hardwood forests.","Graminoid","Perennial"
1019,"Carex alata","broad-winged sedge","Cyperaceae","Carex","alata","","Y",9,"N","Y","","OBL","S4","G5","Peaty swamp, edges of ponds, and shrubby wet thickets. Sometimes on the bases of Decodon verticillata on pond edges.","Graminoid","Perennial"
1018,"Carex albicans","white-tinged sedge","Cyperaceae","Carex","albicans","","Y",7,"N","Y","","UPL","S5","G5T4T5","Dry-mesic to mesic hardwood forests often of a southern affinity, forest edges and openings, woodlands, rocky summits, occasional on edges of seasonal drainages, dirt road banks, and utility rights-of-way. Primarily grows in at least some shade.","Graminoid","Perennial"
1028,"Carex albursina","white bear sedge","Cyperaceae","Carex","albursina","","Y",8,"N","Y","","","S5","G5","Rich mesic forests often low on slopes. Mostly in deep rich and/or calcareous soils.","Graminoid","Perennial"
1099,"Carex annectens","yellow-fruited sedge","Cyperaceae","Carex","annectens","","Y",1,"N","Y","","FACW","S5","G5","Dry to wet fields, openings in mesic forests, gravel pits, and edge of ponds. Apparently more common in eastern and southeastern New York.","Graminoid","Perennial"
1014,"Carex appalachica","Appalachian sedge","Cyperaceae","Carex","appalachica","","Y",6,"N","Y","","FAC","S5","G4","Mesic forests, sometimes associated with ledges. Does particularly well in rich soils.","Graminoid","Perennial"
1013,"Carex aquatilis","water sedge","Cyperaceae","Carex","aquatilis","","Y",9,"N","Y","","OBL","S5","G5","","Graminoid","Perennial"
1011,"Carex arctata","drooping wood sedge","Cyperaceae","Carex","arctata","","Y",7,"N","Y","","","S5","G5?","Hardwood, coniferous, and mixed hardwood-coniferous forests. Very common in forests in the northern and cooler parts of New York.","Graminoid","Perennial"
6812,"Carex atlantica ssp. atlantica","wide-leaved prickly bog sedge","Cyperaceae","Carex","atlantica","ssp. atlantica","Y",8,"N","Y","","FACW","S5","","Wet pond margins, stream edges, shrub swamps, hardwood swamps, hummock in bogs, and floating logs. Grows in acidic wet sometimes peaty soils.","Herbaceous","Perennial"
1027,"Carex aurea","golden-fruited sedge","Cyperaceae","Carex","aurea","","Y",6,"N","Y","","FACW","S5","G5","Fens, swamps, wet fields, wet rocky ledges and cliffs, river shores, seepy calcareous roadsides, alvars, and mesic forests adjacent to swamps. Mostly grows in open sites but can also be found in somewhat shaded environments. It does particularly well on edges of rivulets through fens where the adjacent herbaceous vegetation is not dense or tall. In a similar fashion, it does well on calcareous open seepy rock outcrops. It is mostly associated with high pH water and/or soils.","Graminoid","Perennial"
942,"Carex bebbii","Bebb’s sedge","Cyperaceae","Carex","bebbii","","Y",5,"N","Y","","OBL","S5","G5","Fens, marshes, ditches, edges of swamps, and edges of ponds. Predominately in calcareous soils in open habitats with saturated or inundated soils.","Graminoid","Perennial"
1210,"Carex billingsii","Billings’s sedge","Cyperaceae","Carex","billingsii","","Y",10,"N","Y","","OBL","SNR","G5T3T5","On tops and edges of hummocks in open bogs. These hummocks often are dominated by dwarf shrubs and trees and are carpeted with Sphagnum spp.","Graminoid","Perennial"
955,"Carex blanda","common woodland sedge","Cyperaceae","Carex","blanda","","Y",4,"N","Y","","FAC","S5","G5?","Forests, edges of forests, fields, edges of small streams, paths and roads through forests, railroad edges, and utility rights-of-way. Occurs in a variety of forests including bottomlands as well as more open sites. Usually in mesic but also in dry-mesic to wet soils.","Graminoid","Perennial"
946,"Carex brevior","round-fruited sedge","Cyperaceae","Carex","brevior","","Y",5,"N","Y","","FAC","S5","G5?","Rocky summits, bluffs, open forests with outcrops of bedrock, woodlands, native grasslands, roadsides, gravel and sand pits, disturbed soils, and utility rights-of-way. Mostly in very dry rocky or coarse grained soils. It does very well in calcareous soils and occurs rarely in the most acidic environments.","Graminoid","Perennial"
6809,"Carex bromoides ssp. bromoides","brome-like sedge","Cyperaceae","Carex","bromoides","ssp. bromoides","Y",7,"N","Y","","FACW","S5?","","Forming dense stands of large low tussocks. Swamps, seeps, wet woods, and rarely a lone individual in more mesic forests. Occasionally in more open wetlands. It does particularly well in rich sites and is perhaps restricted to such situations in the northern parts of New York. The narrow abundant leaves in dense tussocks is conspicuous and distinctive.","Herbaceous","Perennial"
1100,"Carex brunnescens","brownish sedge","Cyperaceae","Carex","brunnescens","","Y",8,"N","Y","","FACW","S5","G5T5","More common in the northern and cooler parts of the state. Wet-mesic to mesic forests, thickets, forest openings, and alpine meadows. Often in rocky acidic soils.","Graminoid","Perennial"
945,"Carex canescens ssp. canescens","typical hoary sedge","Cyperaceae","Carex","canescens","ssp. canescens","Y",7,"N","Y","","OBL","S5","G5","","Graminoid","Perennial"
6808,"Carex cephaloidea","cluster-headed sedge","Cyperaceae","Carex","cephaloidea","","Y",4,"N","Y","","FACU","S5","","Forests, forest edges, thickets, and edges of fields. Predominately in mesic rich soils including deep alluvium.","Herbaceous","Perennial"
